"gu","year","area","price"
"서초구",2013,22.37,220
"서초구",2013,84.61,1175
"서초구",2013,101.05,1300
"서초구",2013,121.66,2210
"서초구",2013,59.97,1350
"서초구",2013,59.99,950
"서초구",2013,216.28,2440
"서초구",2014,20.33,235
"서초구",2014,114.68,1400
"서초구",2014,101.35,1475
"서초구",2014,27.64,420
"서초구",2014,84.97,1845
"서초구",2015,59.93,1000
"서초구",2016,101.55,2250
"서초구",2016,112.96,3730
"서초구",2016,154.97,5100
"서초구",2016,104.08,2880
"서초구",2016,112.74,685
"서초구",2017,74.96,1800
"서초구",2017,104.11,2120
"서초구",2017,72.29,710
"서초구",2017,84.95,1940
"서초구",2017,97.7,2350
"서초구",2017,74.96,1970
"서초구",2017,84.95,2090
"서초구",2018,150.96,3540
"서초구",2018,84.94,1498
"서초구",2018,84.82,2820
"서초구",2018,84.79,2840
"서초구",2018,126.62,2500
